enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,198.81,98.8,0.0,0.0,92,100,0,0,138,349
2,197.07666666666665,97.06666666666666,0.0,0.0,78,100,0,0,151,261
3,62.94333333333334,3.933333333333333,41.0,0.0,0,44,0,90.0,221,640
4,73.34333333333333,0.0,26.666666666666668,0.0,0,0,0,50.0,447,829
5,148.39666666666696,49.053333333333605,0.6666666666666666,0.0,0,83.80000000000015,0,10.0,296,921
6,181.0433333333335,81.36666666666682,0.3333333333333333,0.0,0,95.80000000000004,0,10.0,157,482
7,198.69,98.68,0.0,0.0,97.60000000000002,99.4,0,0,156,194
8,119.21000000000016,30.866666666666834,11.666666666666666,0.0,0,76.00000000000023,0,80.0,319,784
