enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration,percentage_games_lost
3,147.21,51.2,4.0,494.8333333333333,0,92,0,20.0,390,538,36.666666666666664
