enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,198.41000000000003,98.4,0.0,0.0,92,100,0,0,138,355
2,196.34333333333333,96.33333333333333,0.0,0.0,86,100,0,0,158,283
3,64.74333333333334,0.06666666666666667,35.333333333333336,0.0,0,2,0,70.0,317,702
4,66.87,0.1933333333333411,33.333333333333336,0.0,0,5.800000000000233,0,50.0,442,695
5,158.9700000000003,58.960000000000306,0.0,0.0,28.600000000000257,80.80000000000018,0,0,154,769
6,190.47000000000008,90.46000000000008,0.0,0.0,44.800000000000296,96.40000000000003,0,0,157,364
7,199.15000000000003,99.14000000000003,0.0,0.0,84.40000000000015,100,0,0,138,200
8,122.43000000000016,34.08666666666683,11.666666666666666,0.0,0,86.80000000000013,0,60.0,232,579
