enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,199.74333333333334,99.73333333333333,0.0,0.0,96,100,0,0,160,178
2,198.54333333333335,98.53333333333333,0.0,0.0,88,100,0,0,147,250
3,61.67666666666667,0.0,38.333333333333336,0.0,0,0,10.0,70.0,158,328
4,68.50333333333339,3.82666666666671,35.333333333333336,0.0,0,55.60000000000032,0,70.0,323,862
5,169.07000000000028,69.06000000000026,0.0,0.0,38.20000000000028,86.20000000000013,0,0,160,513
6,196.01000000000008,96.00000000000007,0.0,0.0,75.40000000000023,100,0,0,163,212
7,191.06333333333336,91.38666666666671,0.3333333333333333,0.0,0,96.40000000000003,0,10.0,147,310
8,147.7300000000003,48.386666666666954,0.6666666666666666,0.0,0,79.6000000000002,0,20.0,280,641
