enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,199.74333333333334,99.73333333333333,0.0,0.0,96,100,0,0,160,326
2,199.07666666666665,99.06666666666666,0.0,0.0,94,100,0,0,154,260
3,50.34333333333334,0.0,49.666666666666664,0.0,0,0,30.0,70.0,146,343
4,92.61000000000011,10.266666666666785,17.666666666666668,0.0,0,39.40000000000028,0,50.0,514,987
5,153.2300000000003,53.2200000000003,0.0,0.0,25.60000000000025,73.60000000000025,0,0,212,544
6,193.01000000000005,93.00000000000004,0.0,0.0,78.4000000000002,98.80000000000001,0,0,172,261
7,196.07000000000002,96.06000000000002,0.0,0.0,82.00000000000017,97.60000000000002,0,0,152,275
8,153.57000000000033,53.560000000000315,0.0,0.0,34.60000000000027,72.40000000000026,0,0,241,532
