enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration,percentage_games_lost
1,185.41000000000003,85.4,0.0,329.76666666666665,54,100,0,0,158,575,0.0
2,185.54333333333335,85.53333333333333,0.0,226.33333333333334,72,94,0,0,158,311,0.0
3,138.47666666666666,45.8,7.333333333333333,471.56666666666666,0,96,0,50.0,292,540,40.0
4,155.8900000000003,55.8800000000003,0.0,829.8,17.20000000000023,92.80000000000007,0,0,630,976,0.0
5,182.13000000000017,82.12000000000015,0.0,218.8,69.40000000000029,92.80000000000007,0,0,150,306,0.0
6,164.7700000000003,64.76000000000029,0.0,310.7,16.60000000000023,85.60000000000014,0,0,216,435,0.0
7,170.97000000000017,71.62666666666684,0.6666666666666666,245.5,0,89.8000000000001,0,20.0,154,428,3.3333333333333335
8,171.07000000000025,71.06000000000024,0.0,303.03333333333336,43.60000000000029,90.40000000000009,0,0,170,466,0.0
