enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration,percentage_games_lost
1,197.61,97.6,0.0,342.6,70,100,0,0,188,410,0.0
2,199.21,99.2,0.0,203.86666666666667,90,100,0,0,168,253,0.0
3,196.61,96.6,0.0,310.1666666666667,58,100,0,0,202,393,0.0
4,170.21000000000026,70.20000000000024,0.0,763.9,41.80000000000029,88.00000000000011,0,0,640,974,0.0
5,186.99000000000012,86.98000000000012,0.0,213.23333333333332,69.40000000000029,97.00000000000003,0,0,160,343,0.0
6,185.17000000000013,85.16000000000012,0.0,230.66666666666666,59.80000000000033,97.60000000000002,0,0,186,314,0.0
7,152.57000000000022,62.226666666666866,9.666666666666666,258.3333333333333,0,92.20000000000007,0,80.0,50,493,13.333333333333334
8,163.83000000000027,63.82000000000028,0.0,304.03333333333336,34.00000000000027,86.80000000000013,0,0,192,452,0.0
