enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,132.14333333333335,35.46666666666667,3.3333333333333335,0.0,0,64,0,20.0,336,565
2,171.34333333333333,71.33333333333333,0.0,0.0,64,74,0,0,195,231
3,47.67666666666667,0.0,52.333333333333336,0.0,0,0,40.0,70.0,215,340
4,45.010000000000005,0.0,55.0,0.0,0,0,20.0,80.0,257,565
5,162.2900000000003,62.28000000000031,0.0,0.0,44.800000000000296,78.4000000000002,0,0,199,354
6,141.91000000000028,41.900000000000276,0.0,0.0,41.80000000000029,44.800000000000296,0,0,192,205
7,168.0700000000003,68.0600000000003,0.0,0.0,1.6000000000002341,71.20000000000027,0,0,169,358
8,72.12333333333336,2.7800000000000264,30.666666666666668,0.0,0,41.20000000000029,0,70.0,347,510
