enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,60.010000000000005,0.0,40.0,0.0,0,0,40.0,40.0,198,198
2,149.54333333333335,55.53333333333333,6.0,0.0,0,96,0,30.0,181,330
3,21.676666666666677,0.0,78.33333333333333,0.0,0,0,40.0,100,220,407
4,49.67666666666667,0.0,50.333333333333336,0.0,0,0,30.0,70.0,232,509
5,122.13666666666688,26.12666666666687,4.0,0.0,0,63.40000000000034,0,40.0,300,682
6,138.65000000000026,38.64000000000026,0.0,0.0,37.60000000000028,40.600000000000286,0,0,275,294
7,88.67666666666668,0.0,11.333333333333334,0.0,0,0,10.0,30.0,394,665
8,17.010000000000005,0.0,83.0,0.0,0,0,70.0,90.0,223,240
