enemy,gain,avg_player_life,avg_enemy_life,avg_duration,min_player_life,max_player_life,min_enemy_life,max_enemy_life,min_duration,max_duration
1,199.74333333333334,99.73333333333333,0.0,0.0,98,100,0,0,157,319
2,190.74333333333334,90.73333333333333,0.0,0.0,82,96,0,0,149,285
3,85.01,3.6666666666666665,18.666666666666668,0.0,0,26,0,50.0,339,721
4,42.010000000000005,0.0,58.0,0.0,0,0,30.0,90.0,352,669
5,172.41000000000025,72.40000000000025,0.0,0.0,52.00000000000031,86.20000000000013,0,0,257,539
6,194.31000000000006,94.30000000000004,0.0,0.0,84.40000000000015,98.20000000000002,0,0,156,275
7,191.6900000000001,91.6800000000001,0.0,0.0,77.20000000000022,94.00000000000006,0,0,123,151
8,129.73000000000025,31.053333333333583,1.3333333333333333,0.0,0,65.20000000000033,0,30.0,326,670
