Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-52.175	51.198944	82.0	-96.0	468.0	-11.746823	13.189855	19.337957	-54.106342	10000	2.483527e-09	109.257935	-0.01850403	-36.377163	0.97766995	0.015371186	0.11871187	14.0	24.913726806640625
1	-54.636364	50.35853	83.5	-96.0	437.95456	-11.3849535	13.084716	18.52771	-54.189228	20000	-1.4901161e-08	137.24278	-0.01828854	-44.81367	0.9331498	0.015220481	0.12641264	21.0	47.85405898094177
2	-57.45652	50.936214	80.5	-100.0	422.82608	-12.797842	13.259314	15.701046	-56.38942	30000	9.313226e-09	150.32541	-0.018439269	-57.29306	0.9508283	0.015016976	0.12291229	17.0	70.64946746826172
3	-57.875	51.35685	88.0	-88.0	406.33334	-11.374816	13.539161	18.237656	-56.491245	40000	-9.934108e-09	187.929	-0.021745434	-80.68265	0.9292534	0.015057319	0.1369137	27.0	93.57027959823608
4	-53.717392	53.353374	91.0	-88.0	423.43478	-14.894344	14.3917055	17.743986	-56.215794	50000	6.2088173e-10	142.20006	-0.013310519	-55.389954	0.95163935	0.015831815	0.1240124	11.0	116.72249007225037
5	-54.173912	48.840157	70.0	-92.0	424.78262	-12.031919	13.76864	18.812473	-51.78681	60000	6.208817e-09	130.40915	-0.015902987	-45.86659	0.97963387	0.015263359	0.11731174	12.0	140.24004125595093
6	-48.840908	52.729885	80.5	-96.0	420.5	-14.090124	14.52038	16.254751	-56.521015	70000	1.1175871e-08	142.33855	-0.022578606	-56.404186	0.976562	0.015424135	0.13831383	26.0	162.80206608772278
7	-52.545456	50.168785	77.5	-88.0	435.18182	-11.496617	14.483236	19.621395	-53.270382	80000	1.4901161e-08	127.76983	-0.016101765	-46.89973	0.9822957	0.015003485	0.11631163	16.0	187.49016070365906
8	-55.479168	52.219986	86.5	-96.0	402.625	-11.915028	13.463928	15.793815	-51.48647	90000	-7.450581e-09	140.66278	-0.0150902895	-53.700287	0.9255596	0.015148153	0.12471247	15.0	212.66680693626404
9	-51.608696	53.007374	88.0	-96.0	418.52173	-12.404096	14.582256	18.603533	-53.491882	100000	1.2417634e-08	154.71992	-0.012243134	-46.43388	0.9648997	0.015478267	0.08850885	9.0	234.93391489982605
10	-57.52174	50.00532	77.5	-92.0	412.30435	-12.087351	13.21825	20.223145	-51.011665	110000	-1.1641532e-08	146.3097	-0.014736841	-58.256042	0.9345767	0.015167232	0.12001199	12.0	258.10036993026733
11	-54.0	51.968742	76.0	-92.0	428.86365	-14.416559	14.859305	17.682938	-56.637856	120000	7.1401396e-09	133.6952	-0.017481672	-53.364838	0.97367984	0.015568298	0.10991099	15.0	281.87503576278687
12	-54.152172	49.76585	82.0	-88.0	428.56522	-13.076163	14.517078	18.889174	-52.938843	130000	-1.6453365e-08	125.97207	-0.012918804	-45.510742	0.94024307	0.015956732	0.106410645	9.0	304.1786000728607
13	-55.717392	49.681774	73.0	-96.0	416.34784	-12.509958	13.446791	16.073698	-59.394424	140000	1.800557e-08	165.85582	-0.014305443	-62.67874	0.93384284	0.015931763	0.13051306	11.0	327.3042311668396
14	-59.58	49.31626	77.5	-96.0	371.64	-12.30892	12.437783	15.508034	-55.65081	150000	1.2417634e-08	224.14665	-0.009749948	-66.85577	0.8894928	0.015428972	0.09470948	8.0	351.1041929721832
15	-57.875	51.68842	82.0	-96.0	408.375	-13.45446	13.670448	17.526382	-54.48963	160000	-6.208817e-09	162.82695	-0.016105706	-77.197975	0.90634423	0.015510804	0.11571157	15.0	375.9061155319214
16	-56.045456	47.72409	67.0	-96.0	434.81818	-13.476954	14.450643	16.69566	-55.561913	170000	-3.4769375e-08	168.14787	-0.010950486	-73.21091	0.9564659	0.015275951	0.101510145	9.0	400.2335407733917
17	-53.704544	50.613655	79.0	-92.0	441.4091	-12.722889	13.607482	18.290802	-61.765133	180000	2.483527e-09	131.76898	-0.018966457	-43.543934	0.89294237	0.015306503	0.11621162	23.0	423.91793966293335
18	-51.05	55.797604	79.0	-96.0	475.95	-11.240015	13.41486	20.370296	-52.86129	190000	-1.3969839e-08	111.08816	-0.01572297	-38.62895	0.93567085	0.015281289	0.09840983	16.0	446.87077617645264
19	-55.869564	48.85498	76.0	-96.0	412.43478	-12.149825	14.258954	17.291325	-56.320843	200000	-3.7252903e-09	154.46938	-0.021963993	-52.3678	0.8778127	0.015094071	0.13481349	28.0	469.2498598098755
