Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-41.444443	23.737505	42.0	-80.0	271.77777	-0.00400279	0.21993221	0.6670469	-0.8092569	10000	2.142042e-08	497.0164	-0.0052326787	-145.05617	0.099043064	0.01767614	0.02680268	6.0	27.74959421157837
1	-39.166668	33.961987	36.0	-90.0	269.8889	-4.7241316	5.333834	9.378017	-9.469526	20000	-2.4835268e-07	388.06082	-0.0032799393	-160.01703	0.102588855	0.017433174	0.019501949	7.0	52.1750168800354
2	-39.243244	22.880898	24.0	-70.0	264.54053	-7.2638702	10.694147	15.545493	-15.817286	30000	9.189049e-08	203.59746	-0.0030273132	-51.319336	0.09171906	0.017748108	0.01420142	6.0	81.34172415733337
3	-33.235294	30.628763	36.0	-90.0	272.85294	-10.580218	11.555244	18.947363	-19.511002	40000	-4.050089e-07	166.28268	-0.0028862294	-26.923681	0.089167856	0.016143495	0.01610161	6.0	106.93874621391296
4	-39.82857	27.817245	38.0	-100.0	270.54285	-9.688904	13.505289	19.900223	-21.770899	50000	-1.1983018e-07	167.83965	-0.004665671	-29.551195	0.085246235	0.015790762	0.026502652	12.0	132.74161005020142
5	-43.696968	25.83923	38.0	-100.0	274.12122	-11.691422	12.577504	19.46363	-23.799187	60000	-1.4901161e-08	141.67181	-0.004390191	-27.595871	0.0901024	0.01663184	0.02040204	11.0	156.4225571155548
6	-38.45714	29.214811	44.0	-100.0	273.45715	-14.037069	12.252935	15.801868	-25.549135	70000	-3.4769375e-08	156.08195	-0.0059222705	-27.706354	0.08309581	0.015271507	0.03270327	25.0	181.95351719856262
7	-29.314285	33.887016	44.0	-90.0	273.48572	-12.481586	12.629476	18.700571	-26.47706	80000	9.189049e-08	161.63573	-0.0031542508	-39.769108	0.07889944	0.015701087	0.016001599	11.0	206.2125940322876
8	-32.72222	30.883842	40.0	-70.0	265.75	-10.00668	14.896635	21.155703	-27.2459	90000	-2.9802322e-08	153.85448	-0.0044601266	-22.34346	0.07385507	0.016156187	0.02020202	14.0	231.05240321159363
9	-29.428572	28.579998	44.0	-70.0	273.0	-11.75052	14.167984	22.018682	-27.883532	100000	1.0679165e-07	141.97139	-0.0014140719	-22.12274	0.08094412	0.021710925	0.00410041	2.0	254.62094736099243
10	-34.588234	37.41195	52.0	-80.0	283.79413	-10.91862	13.7196245	19.12167	-28.365032	110000	1.8129747e-07	150.52031	-0.0060615	-25.851614	0.07555274	0.017043397	0.02520252	14.0	279.3721179962158
11	-34.882355	26.728224	40.0	-80.0	281.38235	-11.083384	14.49377	21.091742	-28.922815	120000	4.4703484e-07	134.2545	-0.0028885454	-23.944689	0.0768605	0.01667458	0.01010101	7.0	302.73274660110474
