Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-86.25	6.590713	-80.0	-100.0	246.7	0.3848083	0.22700793	0.770206	-0.29524067	10000	-2.0489097e-08	969.4583	-0.015700608	-437.57608	3.4305706	0.015129186	0.12021202	26.0	22.42350745201111
1	-86.15385	6.2492604	-70.0	-100.0	250.61539	-8.747808	1.0036234	8.992167	-9.088445	20000	1.7384687e-08	513.7149	-0.017622666	-175.14949	3.4222605	0.015120063	0.17931794	32.0	47.12269568443298
2	-86.92308	6.851482	-70.0	-100.0	251.92308	-14.030682	1.8971686	14.137412	-14.262352	30000	5.5879354e-08	355.31494	-0.019167481	-103.16288	3.415087	0.015350389	0.17771776	46.0	72.6851634979248
3	-85.89744	8.075906	-70.0	-100.0	252.61539	-18.249031	0.90709955	14.838013	-18.350653	40000	3.880511e-08	241.73161	-0.014579077	-52.782986	3.4060013	0.015409816	0.12531252	29.0	98.53124642372131
4	-83.68421	7.0416255	-70.0	-100.0	257.71054	-21.392326	1.3660535	21.047358	-21.507982	50000	2.173086e-09	191.41821	-0.018420568	-25.231207	3.3893232	0.015140581	0.15541553	38.0	124.15880537033081
5	-82.5	7.9494934	-60.0	-90.0	264.27777	-23.054798	1.4668447	14.105533	-23.69016	60000	-7.450581e-09	163.37059	-0.018333951	-16.5976	3.3738394	0.015078098	0.13431345	32.0	151.5708782672882
6	-80.85714	6.0339174	-70.0	-90.0	273.6857	-23.862682	2.5795774	23.28554	-25.387209	70000	-6.208817e-09	131.76816	-0.019008435	-13.109448	3.358761	0.015017197	0.12631263	46.0	174.40860509872437
7	-82.5	6.8211274	-70.0	-100.0	264.75	-23.667513	4.2210073	25.667065	-26.703102	80000	-4.967054e-09	129.75658	-0.024642743	-11.948715	3.3465087	0.015048052	0.13781376	73.0	199.02780556678772
8	-83.333336	6.236096	-70.0	-100.0	265.72223	-24.847164	3.7408593	-1.5208637	-27.916063	90000	-4.967054e-09	131.7498	-0.020496821	-5.597468	3.3269663	0.015077617	0.16681667	43.0	225.35311698913574
9	-82.121216	7.2853427	-70.0	-90.0	282.39395	-25.720282	4.58212	23.279505	-28.928186	100000	8.692344e-09	125.16544	-0.022140807	-14.630839	3.3073044	0.0150633855	0.15671568	45.0	246.00881028175354
10	-78.82353	8.99827	-60.0	-90.0	278.94116	-25.167511	5.8847146	23.24111	-29.503832	110000	-3.1044085e-09	116.64776	-0.024620002	-8.77686	3.2836154	0.015000406	0.14951496	51.0	269.21368288993835
11	-73.870964	10.977225	-50.0	-90.0	308.35483	-24.690786	5.7757316	-6.196317	-29.514847	120000	2.4835268e-08	123.550545	-0.028484529	-24.271591	3.2567968	0.0119737135	0.1861186	79.0	292.56624007225037
12	-70.0	10.645813	-50.0	-90.0	322.33334	-21.241198	5.814589	4.3936563	-28.80979	130000	9.546056e-09	116.15397	-0.023532107	-12.377599	3.2340813	0.01501067	0.122112215	38.0	318.4908380508423
13	-70.0	9.097177	-40.0	-80.0	331.2414	-20.404465	6.427726	-3.3532076	-28.829582	140000	5.5879354e-09	91.99656	-0.02569134	-11.392903	3.2164433	0.015156217	0.14521451	52.0	344.35759973526
14	-67.5	12.71248	-40.0	-90.0	348.7143	-18.949852	6.5340204	7.344439	-28.771584	150000	5.5879354e-09	102.843025	-0.032825682	-14.1770735	3.2109969	0.011416047	0.16341634	79.0	372.46130657196045
15	-70.0	10.8866205	-50.0	-90.0	347.37036	-18.815504	5.9695883	2.493563	-28.374292	160000	1.0554989e-08	97.76182	-0.0311881	-9.8355255	3.183059	0.011468521	0.16851686	79.0	402.3130235671997
16	-66.07143	10.467394	-50.0	-90.0	348.67856	-18.379885	6.060309	11.131491	-28.239853	170000	-2.483527e-09	88.34955	-0.031383146	-10.758774	3.1690075	0.014925506	0.18191819	79.0	425.04179644584656
17	-60.0	15.879985	-30.0	-90.0	395.17392	-17.74371	6.904216	6.68543	-28.538654	180000	2.483527e-09	90.64166	-0.0354647	-20.866913	3.1369915	0.011603427	0.17871787	79.0	441.9543659687042
18	-60.0	13.513278	-20.0	-80.0	404.21738	-14.424047	5.9550023	6.5269003	-28.18648	190000	1.2417635e-09	86.5062	-0.03316279	-12.619698	3.1254368	0.015021921	0.17591758	69.0	467.6481227874756
19	-49.52381	16.75487	-10.0	-90.0	449.09525	-13.5601635	5.815482	2.5375123	-27.994299	200000	4.967054e-09	87.51931	-0.036510784	-20.546242	3.0945294	0.014817539	0.20092009	79.0	498.3435974121094
20	-50.454544	16.369947	-10.0	-70.0	437.5	-11.61016	5.5617337	9.268132	-28.074787	210000	-7.450581e-09	68.92129	-0.03665153	-14.561208	3.0633671	0.011991602	0.19151914	79.0	525.6993403434753
21	-38.82353	13.232026	-20.0	-60.0	533.94116	-9.948936	5.313937	8.936692	-27.101328	220000	1.0477379e-09	58.72401	-0.038921196	-16.496695	3.0223615	0.014980982	0.20202018	79.0	549.3606510162354
22	-46.666668	14.90712	-20.0	-70.0	495.44446	-7.7155204	4.84776	5.17303	-24.66111	230000	1.3659398e-08	60.340282	-0.028445179	-16.087837	2.9845073	0.015177526	0.15011501	31.0	575.400369644165
23	-34.8	19.93991	23.2	-60.0	567.9375	-9.629005	4.6560583	4.044709	-26.078766	240000	9.934108e-09	64.99112	-0.034711502	-17.722292	2.9563658	0.015031095	0.17991799	68.0	603.7051899433136
24	-35.870586	17.546837	20.2	-60.0	558.94116	-6.431284	4.084788	4.78415	-23.425154	250000	9.934108e-09	64.12351	-0.03884377	-11.499434	2.9548397	0.01500599	0.18791878	79.0	631.0315594673157
25	-38.235294	13.388008	-10.0	-60.0	547.0	-7.0425425	3.6745107	6.5687385	-25.406157	260000	-7.450581e-09	47.14567	-0.039192386	-9.957795	2.915191	0.010667774	0.19091909	79.0	657.9381096363068
26	-37.64706	11.129934	-10.0	-50.0	528.7059	-7.0844	3.7820346	5.417658	-22.673801	270000	-9.934108e-09	52.28545	-0.03827888	-8.961918	2.893408	0.015016213	0.19621962	73.0	689.7196271419525
27	-31.35	22.171547	20.8	-60.0	571.5625	-6.8346705	3.3681433	4.561273	-21.623035	280000	4.967054e-09	60.6662	-0.039014656	-10.189667	2.863138	0.010889267	0.19981998	79.0	714.9444222450256
28	-17.938461	22.481224	22.0	-50.0	682.7692	-5.818218	3.9471445	5.602185	-22.44963	290000	-1.6142925e-08	53.749737	-0.040188134	-16.387037	2.8519819	0.014868439	0.2140214	79.0	744.7064814567566
29	-29.328571	14.257952	9.4	-50.0	591.2857	-3.4979506	2.783355	7.365023	-17.550297	300000	-3.7252903e-09	62.414963	-0.03605093	-11.702568	2.8165588	0.015034989	0.20252025	69.0	771.7870752811432
30	-33.333332	11.925695	-20.0	-60.0	586.26666	-5.2445006	4.2126455	6.3118515	-22.95578	310000	-9.934108e-09	47.101986	-0.038300026	-11.096095	2.788043	0.015049989	0.19751976	77.0	795.1611261367798
31	-31.928572	27.356024	43.0	-80.0	596.0714	-6.044736	3.8294048	5.234552	-22.326769	320000	-2.483527e-09	54.704224	-0.038772684	-11.552121	2.7622623	0.0123227695	0.1970197	79.0	822.1314852237701
32	-22.914286	16.458036	5.2	-60.0	678.5	-4.471373	4.280112	6.08377	-22.662876	330000	3.7252903e-09	52.209717	-0.035311345	-14.282945	2.7449226	0.01503327	0.18021803	63.0	851.1262969970703
33	-27.026667	17.79541	7.6	-50.0	639.3333	-4.2062345	3.2333236	3.3565052	-22.066467	340000	-1.0554989e-08	58.488617	-0.03836497	-17.663057	2.672208	0.014070618	0.20792079	79.0	877.2476201057434
34	-33.257145	22.056477	24.4	-60.0	638.0	-5.199522	3.8328063	6.4555883	-19.80698	350000	-2.2351742e-08	55.97064	-0.038385574	-9.458861	2.6533897	0.01366309	0.19861986	79.0	902.5773043632507
35	-25.169231	19.690817	32.8	-50.0	646.61536	-5.359735	4.45404	6.4881353	-22.045467	360000	8.692344e-09	52.373596	-0.024061775	-12.056016	2.6501238	0.01516793	0.16561656	19.0	930.6882765293121
36	-23.815382	25.464842	26.8	-60.0	699.8461	-3.7827945	3.5026433	6.6849756	-18.357286	370000	1.2417634e-08	58.22273	-0.037518907	-9.368972	2.6205714	0.015072691	0.19001901	64.0	961.0870187282562
37	0.3166666	23.885902	34.6	-60.0	755.75	-3.5459087	3.613055	12.604346	-19.935932	380000	1.0244548e-08	47.951874	-0.038618837	-15.336304	2.6204348	0.013683059	0.18881887	79.0	991.4274492263794
38	-24.633333	24.195017	31.6	-50.0	710.5833	-2.124759	4.5613747	7.2743406	-26.744114	390000	-3.7252903e-09	59.144405	-0.04052515	-15.6247635	2.5500298	0.01133272	0.2260226	79.0	1019.4943699836731
39	-7.56923	25.86698	37.0	-50.0	723.3077	-3.9777825	4.9777117	6.749958	-26.341906	400000	1.9868216e-08	47.084064	-0.034268286	-11.178764	2.5316029	0.015062608	0.18171817	50.0	1049.6312184333801
40	-4.066666	24.306698	38.2	-40.0	718.5	-1.4848186	4.393774	10.475742	-19.849691	410000	4.967054e-09	50.879196	-0.020820757	-9.315963	2.529724	0.015001598	0.1839184	17.0	1079.8059656620026
41	-2.123077	33.468563	65.8	-50.0	727.8461	-1.7161895	4.347573	10.478612	-22.682013	420000	-3.7252903e-09	45.94507	-0.037669513	-9.680691	2.5293121	0.015037015	0.19871987	58.0	1104.8210663795471
42	-5.7333336	23.1582	24.4	-50.0	768.25	-1.1398821	4.5327377	8.838731	-17.241735	430000	0.0	54.967785	-0.037772525	-10.952358	2.4906652	0.015062757	0.19651966	67.0	1131.3046650886536
43	-3.4166672	32.452576	43.6	-50.0	756.6667	-1.000307	5.246474	11.448714	-25.670162	440000	7.450581e-09	56.60024	-0.03182866	-9.475792	2.416506	0.015071058	0.17571758	44.0	1159.8158073425293
44	7.816667	19.542511	40.6	-20.0	789.9167	-0.9445507	3.831592	9.401985	-25.265776	450000	-1.7384687e-08	40.277058	-0.03931614	-8.301174	2.4297645	0.014637724	0.19571956	79.0	1191.2057757377625
45	15.5	33.81149	71.8	-30.0	771.1667	0.21180993	3.0063436	9.695352	-15.189956	460000	2.483527e-09	42.311615	-0.038333695	-6.8482633	2.41545	0.011942416	0.20632063	79.0	1221.9144089221954
46	-0.47272733	17.853601	29.2	-30.0	828.8182	0.7072898	2.994565	8.803403	-17.631155	470000	7.450581e-09	35.142956	-0.040389847	-6.420872	2.3913546	0.012261021	0.21142115	79.0	1251.8319582939148
47	7.581819	27.339277	56.8	-40.0	819.5455	-0.4057723	2.8177807	9.859882	-14.794355	480000	1.8626451e-09	43.21178	-0.028573954	-7.031098	2.3582227	0.015064731	0.16141614	32.0	1281.959911108017
48	9.280001	27.041628	62.8	-30.0	814.9	0.59188944	3.1504996	9.110709	-21.52673	490000	0.0	37.493626	-0.039352786	-5.1395836	2.3613198	0.012278126	0.21132113	79.0	1305.714162826538
49	8.533334	28.822367	68.2	-30.0	766.3333	0.5547077	3.3059359	10.266071	-21.873049	500000	2.483527e-09	46.29729	-0.029914463	-8.394934	2.3418427	0.015028794	0.17661767	38.0	1331.3033573627472
50	4.5	27.492727	36.4	-60.0	759.5	0.23760533	4.1260653	9.703655	-21.7639	510000	4.967054e-09	55.082577	-0.022862861	-14.309762	2.3284686	0.0151669895	0.17981799	17.0	1357.177162885666
51	32.236362	21.197567	64.6	-10.0	797.9091	1.2835839	3.756525	11.254289	-20.222593	520000	-4.656613e-09	36.90477	-0.030365555	-9.298445	2.3414817	0.015011487	0.18341835	35.0	1383.6889717578888
52	2.9800003	24.784906	32.2	-50.0	840.8	2.6707687	3.5338888	12.677985	-20.042467	530000	6.519258e-09	50.111755	-0.03879618	-15.38136	2.300071	0.0150171025	0.20562057	77.0	1412.6214332580566
53	11.05	22.18635	53.8	-30.0	788.1667	-0.18720596	3.92115	12.330596	-19.232286	540000	3.7252903e-09	39.56318	-0.030983686	-9.121754	2.2749493	0.015051034	0.17621762	33.0	1438.53635764122
54	20.766666	25.92037	58.6	-40.0	774.9167	0.6305419	3.4870112	11.708206	-14.959025	550000	-3.1044085e-09	41.812634	-0.031976502	-7.312275	2.2893002	0.015024353	0.18181819	46.0	1468.7395853996277
55	19.516666	25.953222	70.6	-20.0	788.75	1.8846625	3.9849274	14.977482	-16.15729	560000	-6.519258e-09	42.711365	-0.03850012	-5.4965363	2.2823498	0.014048713	0.21272127	79.0	1499.1900024414062
56	35.763638	26.802011	68.8	-10.0	797.36365	1.9413321	3.6526294	13.161543	-14.871064	570000	-1.2417634e-08	38.680725	-0.03573769	-8.434321	2.2692785	0.014526111	0.18831883	79.0	1523.7390041351318
57	20.644444	22.651716	56.8	-20.0	888.0	3.1219828	3.4141724	11.062104	-13.618504	580000	-2.483527e-09	35.718628	-0.019824376	-7.257906	2.2128694	0.01528125	0.1519152	18.0	1547.978274345398
58	18.545454	28.746552	57.4	-40.0	799.8182	1.5726609	3.7611785	10.734536	-20.336142	590000	-4.967054e-09	32.310734	-0.030035868	-3.5866947	2.2295	0.015129156	0.16991699	43.0	1578.4671177864075
59	25.709093	30.149973	74.8	-50.0	728.8182	1.8563566	3.5145323	11.214116	-26.797575	600000	-1.8626451e-08	44.87028	-0.030694617	-9.221597	2.1923807	0.015091863	0.18301831	35.0	1602.2189364433289
60	27.381819	16.121462	48.4	-10.0	795.8182	2.6622763	3.9540079	13.188933	-17.525906	610000	8.381903e-09	31.889862	-0.029536804	-5.323175	2.1664608	0.015026658	0.18361837	39.0	1630.279360294342
61	29.6	19.96497	55.0	-20.0	788.9167	2.5506582	3.8552775	11.537522	-19.384771	620000	-1.1175871e-08	41.764793	-0.02860413	-5.8327394	2.1639931	0.015042038	0.18181819	37.0	1659.3311183452606
62	35.563637	22.702953	80.2	-10.0	785.63635	2.8668869	3.43772	12.477002	-18.914936	630000	-2.483527e-09	32.1357	-0.034594122	-5.0350914	2.1603444	0.01500924	0.17361736	71.0	1690.4735159873962
63	37.87273	21.61267	71.8	4.0	831.1818	3.6024985	3.2510176	11.2045965	-15.628101	640000	0.0	34.940144	-0.02456232	-5.1331	2.1470714	0.0151374815	0.17311732	27.0	1715.8845326900482
64	54.290905	15.318049	77.2	29.2	794.4545	4.177119	2.718313	11.155462	-13.263296	650000	2.483527e-09	27.012701	-0.031672332	-6.8211083	2.161897	0.015080216	0.18171817	60.0	1745.6185517311096
65	46.149994	12.991824	65.2	26.8	776.3333	5.5497174	2.4570553	12.447012	-8.2568245	660000	5.5879354e-09	24.749544	-0.03363426	-4.1546144	2.1179528	0.015000078	0.18571858	59.0	1776.7490253448486
66	32.65	18.842173	53.8	-20.0	801.6667	4.5180807	2.7028177	14.717209	-11.013182	670000	-4.346172e-09	36.957104	-0.025338784	-7.135174	2.0827034	0.015156098	0.15741575	29.0	1802.3780434131622
67	41.690907	11.692845	59.2	25.6	817.8182	3.6751323	2.8884997	12.537646	-10.940787	680000	-1.5211603e-08	27.072601	-0.025648834	-5.3230176	2.0719569	0.015053648	0.15481548	30.0	1827.4963393211365
68	38.44	18.405825	70.6	11.2	845.7	4.250586	2.5779645	11.80383	-9.97779	690000	1.4280279e-08	27.725935	-0.031288963	-4.561628	2.0919845	0.015104164	0.17931794	52.0	1855.0511901378632
69	43.636364	19.600153	64.0	-10.0	817.7273	3.62979	3.1511672	11.169216	-16.604347	700000	-2.2351742e-08	30.079397	-0.036846753	-7.102577	2.0740008	0.011275306	0.20662065	79.0	1885.4344675540924
70	37.350002	24.288834	64.0	-20.0	760.1667	4.068993	3.2677672	11.730346	-13.816317	710000	-1.1175871e-08	33.23934	-0.035716053	-5.174814	2.0497906	0.014543698	0.19161916	79.0	1915.282297372818
71	45.32	22.01621	67.0	-10.0	843.8	4.478969	3.4232042	12.842308	-15.721085	720000	0.0	23.942831	-0.029931903	-3.3805535	2.077714	0.015008367	0.17431743	44.0	1943.9770228862762
72	41.033333	21.16567	68.2	-10.0	795.75	4.1136966	3.158318	12.071495	-16.125734	730000	-4.967054e-09	26.257399	-0.034929764	-3.5933495	2.0404074	0.01478615	0.19201921	79.0	1981.9612164497375
73	34.88333	17.723518	62.2	-10.0	793.0833	3.8775442	3.4897056	12.54691	-15.7324915	740000	-1.9868216e-08	28.046907	-0.025358865	-4.5787864	2.0025873	0.015096647	0.16141614	34.0	2006.246301651001
74	38.69091	18.607597	70.0	4.0	796.2727	3.7034075	3.3029222	12.487006	-12.344276	750000	6.208817e-09	28.134964	-0.034511764	-3.9987442	1.9988683	0.015006095	0.19441944	57.0	2030.9598672389984
75	48.95	18.435495	72.4	15.4	820.1667	3.9699929	2.7382276	10.882004	-9.440298	760000	1.2417635e-09	25.014076	-0.021460852	-4.8531	2.0434964	0.015125014	0.16401641	20.0	2065.936199903488
76	46.95	14.24807	73.6	20.2	772.5833	4.917248	2.8161185	11.7848835	-9.393597	770000	-9.313226e-10	23.2166	-0.0335477	-3.2549236	1.9587932	0.012707785	0.18141814	79.0	2099.1338896751404
77	42.933334	11.219427	58.6	25.0	848.8889	5.0379124	2.4856684	11.002212	-9.788367	780000	-3.7252903e-09	23.170824	-0.03280019	-4.791697	1.9531943	0.015073732	0.18721873	65.0	2126.210677623749
78	51.55	15.322778	77.8	25.0	781.6667	3.7069778	2.4439588	11.918118	-12.457506	790000	1.5211603e-08	24.8592	-0.035774887	-6.049208	1.9038709	0.015008107	0.18781877	71.0	2162.654155731201
79	38.083332	20.20717	64.0	-10.0	789.25	5.335774	2.6531534	13.162297	-7.707003	800000	7.450581e-09	36.720417	-0.03361601	-7.1364474	1.8804606	0.014315088	0.18101811	79.0	2192.7225544452667
80	48.945457	14.684584	66.4	24.4	813.9091	4.1033726	2.6750548	12.751125	-6.9680634	810000	1.6919026e-08	26.76239	-0.03427343	-4.3581386	1.8768712	0.013475916	0.18161817	79.0	2221.8275520801544
81	46.95	21.647804	75.4	2.2	794.4167	5.1157603	2.7220187	11.453394	-12.146089	820000	-1.5522042e-08	30.904806	-0.03290808	-3.825283	1.8569378	0.012920578	0.17301731	79.0	2252.1091187000275
82	47.75	17.297037	68.8	12.4	784.9167	4.9022884	2.683105	12.537906	-12.5741625	830000	9.934108e-09	23.55525	-0.026119098	-2.9450777	1.8646947	0.015097289	0.17551756	32.0	2282.038434743881
83	50.400005	24.928698	88.6	4.0	791.9167	5.0023327	2.4936357	11.875732	-9.440981	840000	-6.829699e-09	31.653921	-0.018602995	-4.8252597	1.8469452	0.015448798	0.149915	18.0	2313.0247786045074
