Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	29.460001	51.39129	92.0	-55.0	723.5	2.8363779	7.2603207	21.257961	-40.78763	10000	1.6142925e-08	99.29592	-0.0068901316	-23.619186	0.6115896	0.015846277	0.09390939	6.0	27.049736738204956
1	21.555555	42.81773	88.0	-40.0	714.8889	2.918568	6.921891	17.688414	-41.800148	20000	1.7384687e-08	71.53726	-0.0066086785	-17.305254	0.60602987	0.015128262	0.087408744	9.0	50.39097046852112
2	6.04	43.964695	92.0	-55.0	715.8	1.9967277	7.8987417	21.471218	-41.449783	30000	-6.2088173e-10	89.97152	-0.0071762768	-22.393805	0.59248173	0.015305393	0.09430943	7.0	73.45490264892578
3	24.11111	49.323074	88.0	-40.0	689.0	1.2147659	7.2359962	19.034883	-37.293926	40000	9.934108e-09	82.44119	-0.0063653663	-16.97861	0.59758925	0.015397196	0.082108214	8.0	96.73754024505615
4	20.333334	49.47502	92.0	-45.0	644.0	1.9378798	7.24869	19.510612	-42.14378	50000	4.346172e-09	99.80161	-0.005359076	-16.370573	0.5985499	0.015199567	0.08340835	10.0	118.58150672912598
5	23.9	56.48796	92.0	-50.0	683.2	1.931938	7.6925225	21.18491	-50.697433	60000	2.483527e-09	100.84942	-0.0066449516	-18.349335	0.6078636	0.015082602	0.06270627	10.0	140.33429789543152
6	20.777779	37.21642	72.0	-35.0	714.55554	1.5052649	7.700332	21.409351	-51.037777	70000	-1.2417635e-09	76.48568	-0.009796754	-33.703655	0.5906064	0.01508642	0.10251024	21.0	165.05704140663147
7	28.444445	45.040997	96.0	-35.0	711.1111	1.353257	7.9064784	19.682854	-39.93874	80000	3.1044087e-10	47.68043	-0.006656673	-10.15823	0.5773929	0.015162751	0.08630863	9.0	189.17820024490356
8	28.555555	41.03687	80.0	-40.0	713.7778	2.6042688	7.4289365	17.971996	-37.82977	90000	-4.967054e-09	43.71255	-0.008487448	-8.4782715	0.5821281	0.015158466	0.09340934	14.0	212.64783334732056
9	31.11111	40.580357	84.0	-25.0	718.6667	2.3785377	7.896779	18.512894	-37.18039	100000	-4.967054e-09	48.804523	-0.008048565	-7.8892007	0.57493055	0.015150051	0.08930894	12.0	236.0826494693756
10	33.88889	41.00527	88.0	-40.0	711.44446	2.7528625	7.2579885	18.88367	-47.199245	110000	6.208817e-09	56.544415	-0.008435488	-12.88791	0.5731139	0.01512672	0.099509954	10.0	259.9973158836365
11	20.88889	45.14285	88.0	-35.0	690.7778	2.2017887	6.8277583	17.01128	-39.135666	120000	6.829699e-09	58.278423	-0.011346817	-13.747002	0.5649441	0.015051815	0.09980998	23.0	284.2297010421753
12	19.939999	49.173088	88.0	-55.0	754.7	1.913787	8.021596	19.501593	-41.740376	130000	-2.7318796e-08	56.456768	-0.007271573	-11.007152	0.5507206	0.016237475	0.09760976	8.0	307.7837269306183
13	20.22	56.11342	96.0	-65.0	755.2	2.2337122	7.7693477	21.40129	-35.31769	140000	2.483527e-09	65.46969	-0.007596592	-9.739521	0.56272435	0.015733251	0.08140814	10.0	331.2752363681793
14	18.222221	54.143383	96.0	-65.0	696.8889	2.135722	7.1276035	20.30609	-43.303802	150000	1.4901161e-08	80.26411	-0.012984764	-19.490566	0.55388707	0.01505367	0.119511954	45.0	355.49633598327637
15	19.555555	41.545456	88.0	-45.0	779.55554	1.3316277	8.38294	19.965527	-53.882404	160000	0.0	60.389706	-0.0059234947	-21.985765	0.53610265	0.01601612	0.056405645	6.0	380.21286177635193
