Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-95.07353	4.2437363	-85.0	-100.0	142.58824	-0.02013936	0.29820973	0.58250177	-0.5445259	10000	-1.0679165e-07	1759.6675	-0.025282064	-488.10287	3.4289742	0.01505844	0.17981797	48.0	26.28722596168518
1	-96.07143	4.0437655	-85.0	-100.0	141.07143	-6.45202	3.4005885	8.319305	-9.535181	20000	-1.01824604e-07	1313.9655	-0.020123733	-412.94922	3.4120524	0.015108676	0.16831683	22.0	47.534271001815796
2	-95.37313	4.3463345	-80.0	-100.0	147.85075	-14.822889	2.7884207	13.164251	-15.912225	30000	2.483527e-09	815.8483	-0.026101254	-189.66902	3.3952436	0.015177493	0.16621661	47.0	71.27966499328613
3	-95.564514	4.125534	-85.0	-100.0	156.98387	-19.803413	2.7649384	13.290276	-20.685345	40000	-2.1032369e-08	563.8735	-0.02387134	-107.21555	3.3756125	0.015188552	0.17251725	39.0	92.61935305595398
4	-95.48387	3.7791529	-85.0	-100.0	158.35484	-23.660847	2.0065386	17.76132	-24.424528	50000	-1.6763806e-08	463.12122	-0.020569734	-69.5628	3.3659937	0.015373181	0.18881889	27.0	113.27294301986694
5	-94.82758	4.5453196	-85.0	-100.0	165.68965	-24.67818	4.8752637	19.718878	-27.521963	60000	-1.5522042e-08	361.92538	-0.019829744	-56.29424	3.3316858	0.015223754	0.20322032	25.0	135.00558590888977
6	-93.48214	5.1685553	-80.0	-100.0	174.89285	-25.133848	5.906895	29.490717	-30.152922	70000	3.632158e-08	266.1722	-0.029950073	-35.816753	3.2952461	0.015042928	0.17611761	79.0	156.72871494293213
7	-92.31481	6.8524776	-75.0	-100.0	181.5	-26.19465	6.16951	17.929878	-32.261074	80000	3.4769375e-08	216.78267	-0.028038992	-29.470505	3.2705574	0.0150766345	0.15971597	54.0	180.01300883293152
8	-93.13725	5.0449724	-80.0	-100.0	188.47058	-26.903564	6.2945075	26.614302	-33.944065	90000	9.623666e-09	187.3476	-0.026363363	-21.156702	3.2408485	0.015010822	0.1738174	43.0	200.7139630317688
9	-92.5	5.1031036	-75.0	-100.0	199.72917	-27.211487	7.772593	27.893642	-35.42789	100000	1.4901161e-08	183.59108	-0.026842454	-27.312668	3.2144272	0.015035552	0.16151614	43.0	221.5885570049286
10	-90.69768	5.963201	-80.0	-100.0	228.62791	-25.865108	8.361683	32.734055	-36.5629	110000	-8.692344e-09	120.698006	-0.03459769	-20.712275	3.1928444	0.014500953	0.19992	79.0	242.77001857757568
11	-90.85366	5.620351	-75.0	-100.0	233.17073	-25.072618	7.4963803	25.87358	-37.055695	120000	3.1044085e-09	116.353065	-0.033421353	-15.2395935	3.1684334	0.014255359	0.18811882	79.0	266.26255464553833
12	-89.73684	6.2772946	-75.0	-100.0	252.63158	-25.202967	7.70899	14.704477	-37.534508	130000	1.1563922e-08	129.90173	-0.033608418	-16.167036	3.136371	0.015021811	0.18521851	74.0	287.91260743141174
13	-87.20588	8.241857	-70.0	-100.0	284.02942	-22.538641	8.0235405	15.603322	-37.960205	140000	0.0	111.10726	-0.034024086	-16.444147	3.118211	0.013727016	0.18551855	79.0	310.37943744659424
14	-85.28571	8.530856	-70.0	-100.0	274.85715	-21.761736	8.02299	8.457872	-38.11572	150000	3.7252903e-09	101.06834	-0.03324779	-11.8628845	3.0761445	0.015025042	0.18441844	64.0	332.4277136325836
15	-84.666664	9.030811	-65.0	-100.0	319.1	-21.072115	8.211133	22.333597	-38.25828	160000	2.7939677e-09	118.84476	-0.03698722	-16.631773	3.033	0.013424764	0.21202122	79.0	354.8328306674957
16	-82.5	9.013878	-60.0	-100.0	326.5357	-19.729887	7.0242147	9.217447	-38.079033	170000	1.4901161e-08	103.30306	-0.03599453	-16.206467	3.0090911	0.013904179	0.19391938	79.0	377.06508708000183
17	-75.0	9.797959	-50.0	-90.0	371.2	-17.996752	6.3578577	12.921792	-37.842438	180000	-7.8774365e-09	95.577156	-0.035074305	-19.140217	2.9558847	0.0147042675	0.17291729	79.0	400.6451106071472
18	-82.5	8.073325	-65.0	-100.0	335.82144	-16.104641	6.463282	11.449	-37.097332	190000	4.967054e-09	77.549736	-0.027984375	-15.481189	2.9485214	0.015010494	0.1561156	38.0	420.4659535884857
19	-82.083336	9.565201	-65.0	-100.0	367.125	-17.622377	6.018367	5.2675724	-37.824066	200000	2.0489097e-08	91.31362	-0.030725712	-14.469846	2.9232295	0.015043594	0.16051604	42.0	440.5477411746979
20	-78.84615	7.2467093	-65.0	-95.0	366.26923	-17.81658	6.6395845	9.76593	-37.976288	210000	-9.934108e-09	85.163025	-0.036792442	-12.694099	2.9074888	0.014148645	0.18541855	79.0	463.54450035095215
21	-78.75	11.388042	-55.0	-95.0	392.45834	-16.657549	5.540269	3.9649277	-37.326073	220000	-9.934108e-09	80.84627	-0.035272405	-10.576728	2.907779	0.013900999	0.18031804	79.0	486.81768226623535
22	-71.95652	10.707487	-45.0	-90.0	422.21738	-15.552771	4.7654886	7.2614126	-35.617584	230000	9.934108e-09	68.30262	-0.03848174	-12.780353	2.893389	0.01487188	0.2121212	79.0	512.6534667015076
23	-69.318184	8.567307	-55.0	-85.0	431.54544	-14.177447	4.935571	8.282646	-33.7987	240000	1.7384687e-08	67.46598	-0.03636005	-13.901348	2.86396	0.015048243	0.21312131	62.0	534.648756980896
