Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	42.493336	39.186913	100.0	-26.666666	614.8	3.7211554	9.778995	29.154299	-56.46366	10000	-9.934108e-09	112.4994	-0.010573166	-31.620703	0.57178384	0.016511489	0.07720772	5.0	28.610504865646362
1	45.049995	36.416027	100.0	-13.333333	641.3571	4.167844	8.766557	32.67621	-48.15349	20000	-1.6142925e-08	113.13397	-0.015287935	-24.68886	0.5489011	0.015140538	0.097709775	19.0	51.479042530059814
2	29.064705	50.40387	97.0	-93.333336	546.82355	3.716422	9.759123	29.607866	-58.645687	30000	-9.934108e-09	146.26369	-0.015942136	-44.10738	0.56771016	0.015150634	0.10581058	19.0	79.00143074989319
3	38.302223	47.150417	100.0	-46.666668	601.86664	3.9371514	8.579923	30.733686	-73.712074	40000	-9.934108e-09	117.14982	-0.012499176	-37.34878	0.5853585	0.015828064	0.08260826	11.0	102.42741441726685
4	41.297615	37.52043	78.4	-40.0	674.0714	2.809235	10.241623	31.885443	-55.54431	50000	1.3449608e-08	114.680504	-0.013357618	-63.52904	0.5981657	0.015337805	0.1029103	16.0	128.05524897575378
5	30.871113	37.4167	85.6	-46.666668	641.06665	5.1869893	8.080214	28.607561	-60.44057	60000	-2.483527e-09	102.29409	-0.0126843555	-31.2743	0.6090773	0.015673442	0.09750975	13.0	152.7749993801117
6	27.37381	36.603596	85.6	-26.666666	686.6429	2.8700042	7.3313947	27.79196	-53.512268	70000	0.0	105.80183	-0.010252693	-26.566353	0.5998563	0.015222106	0.09460946	9.0	178.6428713798523
7	42.652378	39.919086	94.6	-33.333332	671.7857	3.1216831	8.681851	29.642414	-54.05771	80000	9.934108e-09	83.58253	-0.0138389515	-27.565046	0.55336547	0.015057512	0.105110504	20.0	202.08269429206848
8	49.56191	34.58398	85.0	-20.0	663.0714	5.057486	9.249767	40.344807	-64.03949	90000	-1.27280755e-08	89.033516	-0.006278916	-27.050346	0.5874502	0.016253954	0.04640464	5.0	226.84382319450378
9	42.764446	29.12929	79.0	-20.0	600.0	5.681659	8.15322	36.119698	-53.351097	100000	-2.2351742e-08	76.2825	-0.011323642	-24.89061	0.6063728	0.01638259	0.09520953	10.0	249.92952704429626
10	40.584614	32.613106	88.0	-6.6666665	709.7692	4.58433	7.530789	27.38705	-41.129585	110000	1.9868216e-08	76.68751	-0.016617306	-31.311323	0.5738042	0.015039456	0.10411041	20.0	276.4110858440399
11	33.57143	40.78642	97.0	-46.666668	650.8571	4.970069	9.194581	28.050426	-48.544346	120000	1.4901161e-08	96.74438	-0.009475624	-30.467787	0.5902631	0.016165847	0.07060706	8.0	298.2183291912079
12	40.11111	38.32354	82.0	-46.666668	591.8	3.7470994	9.172197	27.426586	-51.877357	130000	3.4148495e-09	88.901375	-0.014089257	-30.306046	0.5993624	0.015183683	0.101510145	14.0	323.0702176094055
13	41.54286	39.480392	100.0	-33.333332	638.8571	3.9289403	8.480512	26.372107	-56.31839	140000	-6.208817e-09	102.713806	-0.011733495	-37.316006	0.5961407	0.016024867	0.10001	12.0	345.9720768928528
14	28.53095	41.170715	75.7	-53.333332	664.3571	5.030996	8.356933	29.41024	-51.097916	150000	1.4901161e-08	86.32992	-0.013025802	-27.236473	0.5955047	0.015001482	0.089408934	16.0	372.0863800048828
15	48.780952	33.75163	92.8	-26.666666	651.2143	3.6628413	8.636676	28.094759	-52.547012	160000	-1.2417635e-09	79.41978	-0.011199077	-31.37931	0.58205205	0.015060942	0.08590859	12.0	395.3462507724762
16	30.184618	40.18396	85.6	-40.0	703.1539	5.732388	9.820608	31.5256	-62.795452	170000	9.934108e-09	83.98743	-0.009278596	-24.500036	0.589379	0.015214558	0.098909885	10.0	417.7578845024109
17	40.24	38.15469	97.3	-26.666666	624.3333	3.3616354	8.863877	29.230473	-53.22763	180000	-2.4214387e-08	88.99705	-0.010798339	-22.543951	0.5792206	0.015359948	0.08350835	12.0	443.17854356765747
18	36.20714	35.855316	90.1	-40.0	683.7143	4.249668	9.465684	28.341774	-50.519215	190000	9.313226e-10	88.655365	-0.015181571	-18.920242	0.586563	0.015267315	0.10391039	27.0	469.1941628456116
19	42.126194	32.342083	100.0	-20.0	647.6429	4.019138	9.525704	32.751354	-50.48435	200000	-1.1175871e-08	91.99087	-0.011631857	-30.323858	0.60279113	0.017186768	0.08170817	10.0	494.58642292022705
20	30.939999	41.15014	100.0	-40.0	598.0	3.4112582	9.337083	28.128073	-51.18206	210000	0.0	98.7382	-0.017083988	-29.238161	0.5991569	0.015276703	0.11731174	26.0	517.1816079616547
21	42.726192	32.477272	95.5	-20.0	665.3571	2.5325167	8.846139	31.463467	-56.081223	220000	-9.934108e-09	98.672035	-0.013036863	-39.249393	0.59122545	0.015005629	0.10081008	15.0	542.793909072876
22	44.388893	33.036903	91.9	-20.0	611.6	4.5772552	9.0282755	31.352427	-56.157177	230000	4.967054e-09	98.833916	-0.010761707	-34.910477	0.59458715	0.0155186625	0.089308925	10.0	567.3861320018768
23	46.20238	32.94779	88.0	-20.0	657.4286	3.9652607	7.8833375	34.388176	-53.37867	240000	7.761021e-09	72.638435	-0.014456571	-24.694046	0.5844311	0.015098308	0.10441045	16.0	593.5745148658752
24	30.211111	41.551525	84.7	-66.666664	623.13336	5.188193	8.181051	32.64068	-47.889725	250000	2.483527e-09	110.04365	-0.013721888	-37.77605	0.5989002	0.015093694	0.10181018	15.0	618.0864174365997
